src/components/advanced/Camera.tsx(66,3): error TS2339: Property 'visible' does not exist on type 'CameraProps'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(1070,25): error TS2339: Property 'stressSlider' does not exist on type '{ container: { flex: number; backgroundColor: string; }; scrollView: { flex: number; }; header: { marginBottom: number; }; headerGradient: { paddingHorizontal: number; paddingTop: number; paddingBottom: number; borderBottomLeftRadius: number; borderBottomRightRadius: number; }; ... 176 more ...; nextButton: { ...; }...'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(1187,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(1240,11): error TS2322: Type '{ children: (false | Element)[]; image: { uri: string; }; overlayGradient: GradientConfig; contentPosition: "center"; minHeight: number; maxHeight: number; }' is not assignable to type 'IntrinsicAttributes & HeroSectionProps'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(1251,15): error TS2322: Type '"female" | "male" | "other" | "prefer_not_to_say"' is not assignable to type '"female" | "male" | undefined'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(1253,17): error TS2322: Type 'number' is not assignable to type 'string'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(1254,17): error TS2322: Type 'number | undefined' is not assignable to type 'string | undefined'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(1255,17): error TS2322: Type 'number | undefined' is not assignable to type 'string | undefined'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(1256,17): error TS2322: Type 'number | undefined' is not assignable to type 'string | undefined'.
src/screens/onboarding/tabs/BodyAnalysisTab.tsx(1364,15): error TS2322: Type 'false | { opacity: number; } | undefined' is not assignable to type 'ViewStyle'.
src/screens/onboarding/tabs/DietPreferencesTab.tsx(810,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/DietPreferencesTab.tsx(891,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/DietPreferencesTab.tsx(930,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/DietPreferencesTab.tsx(985,19): error TS2322: Type 'false | { opacity: number; }' is not assignable to type 'ViewStyle'.
src/screens/onboarding/tabs/DietPreferencesTab.tsx(1056,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/DietPreferencesTab.tsx(1203,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/DietPreferencesTab.tsx(1251,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/DietPreferencesTab.tsx(1315,11): error TS2322: Type '{ children: (false | Element)[]; image: { uri: string; }; overlayGradient: GradientConfig; contentPosition: "center"; minHeight: number; maxHeight: number; }' is not assignable to type 'IntrinsicAttributes & HeroSectionProps'.
src/screens/onboarding/tabs/PersonalInfoTab.tsx(373,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/PersonalInfoTab.tsx(410,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/PersonalInfoTab.tsx(460,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/PersonalInfoTab.tsx(597,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/PersonalInfoTab.tsx(678,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/PersonalInfoTab.tsx(784,11): error TS2322: Type '{ children: (false | Element)[]; image: { uri: string; }; overlayGradient: GradientConfig; contentPosition: "center"; minHeight: number; maxHeight: number; }' is not assignable to type 'IntrinsicAttributes & HeroSectionProps'.
src/screens/onboarding/tabs/WorkoutPreferencesTab.tsx(770,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/WorkoutPreferencesTab.tsx(898,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/WorkoutPreferencesTab.tsx(1033,27): error TS2551: Property 'flexibilitySlider' does not exist on type '{ container: { flex: number; backgroundColor: string; }; scrollView: { flex: number; }; header: { marginBottom: number; }; headerGradient: { paddingHorizontal: number; paddingTop: number; paddingBottom: number; borderBottomLeftRadius: number; borderBottomRightRadius: number; }; ... 217 more ...; calculatedActivityNo...'. Did you mean 'flexibilityGrid'?
src/screens/onboarding/tabs/WorkoutPreferencesTab.tsx(1047,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/WorkoutPreferencesTab.tsx(1192,19): error TS2322: Type 'false | { borderColor: string; backgroundColor: string; }' is not assignable to type 'ViewStyle'.
src/screens/onboarding/tabs/WorkoutPreferencesTab.tsx(1280,7): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/WorkoutPreferencesTab.tsx(1326,9): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/onboarding/tabs/WorkoutPreferencesTab.tsx(2574,48): error TS2339: Property 'xxs' does not exist on type '{ xs: number; sm: number; md: number; lg: number; xl: number; xxl: number; xxxl: number; }'.
src/screens/onboarding/WelcomeScreen.tsx(147,40): error TS2551: Property 'xxxl' does not exist on type '{ micro: number; xs: number; sm: number; md: number; lg: number; xl: number; xxl: number; display: number; }'. Did you mean 'xxl'?
src/screens/onboarding/WorkoutPreferencesScreen.tsx(325,32): error TS2339: Property 'location' does not exist on type '{ workout_types?: string | undefined; }'.
src/screens/onboarding/WorkoutPreferencesScreen.tsx(332,21): error TS2322: Type '(false | { marginBottom: number; } | { borderColor: string; backgroundColor: string; })[]' is not assignable to type 'ViewStyle'.
src/screens/onboarding/WorkoutPreferencesScreen.tsx(354,21): error TS2339: Property 'location' does not exist on type '{ workout_types?: string | undefined; }'.
src/screens/onboarding/WorkoutPreferencesScreen.tsx(354,72): error TS2339: Property 'location' does not exist on type '{ workout_types?: string | undefined; }'.
src/screens/onboarding/WorkoutPreferencesScreen.tsx(395,19): error TS2322: Type '(false | { marginBottom: number; } | { borderColor: string; backgroundColor: string; })[]' is not assignable to type 'ViewStyle'.
src/screens/profile/index.ts(4,32): error TS2307: Cannot find module './SettingsScreen' or its corresponding type declarations.
src/screens/profile/index.ts(5,32): error TS2307: Cannot find module './ProgressScreen' or its corresponding type declarations.
src/screens/profile/index.ts(6,43): error TS2307: Cannot find module './BodyAnalysisHistoryScreen' or its corresponding type declarations.
src/screens/session/MealSession.tsx(210,63): error TS2339: Property 'name' does not exist on type 'MealItem'.
src/screens/session/MealSession.tsx(212,45): error TS2339: Property 'unit' does not exist on type 'MealItem'.
src/screens/session/MealSession.tsx(217,67): error TS2339: Property 'category' does not exist on type 'MealItem'.
src/screens/session/MealSession.tsx(239,82): error TS2339: Property 'name' does not exist on type 'MealItem'.
src/screens/session/MealSession.tsx(245,83): error TS2339: Property 'unit' does not exist on type 'MealItem'.
src/screens/session/MealSession.tsx(251,48): error TS2339: Property 'preparationTime' does not exist on type 'MealItem'.
src/screens/session/MealSession.tsx(255,43): error TS2339: Property 'instructions' does not exist on type 'MealItem'.
src/screens/session/MealSession.tsx(259,49): error TS2339: Property 'instructions' does not exist on type 'MealItem'.
src/screens/session/MealSession.tsx(279,19): error TS2322: Type '(false | { padding: number; } | { borderColor: string; borderWidth: number; } | { backgroundColor: string; })[]' is not assignable to type 'ViewStyle'.
src/screens/session/MealSession.tsx(289,69): error TS2339: Property 'name' does not exist on type 'MealItem'.
src/screens/session/MealSession.tsx(291,49): error TS2339: Property 'unit' does not exist on type 'MealItem'.
src/screens/session/MealSessionScreen.tsx(249,59): error TS2339: Property 'name' does not exist on type 'MealItem'.
src/screens/session/MealSessionScreen.tsx(285,30): error TS2339: Property 'preparation' does not exist on type 'MealItem'.
src/screens/session/MealSessionScreen.tsx(286,24): error TS2339: Property 'instructions' does not exist on type 'DayMeal'.
src/screens/settings/AboutFitAIScreen.tsx(242,15): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/settings/HealthKitSettingsScreen.tsx(19,23): error TS2307: Cannot find module '../../constants/theme' or its corresponding type declarations.
src/screens/settings/HealthKitSettingsScreen.tsx(485,21): error TS2322: Type 'string | number | symbol' is not assignable to type 'Key | null | undefined'.
src/screens/settings/HelpSupportScreen.tsx(338,21): error TS2322: Type '(false | { backgroundColor: string; })[]' is not assignable to type 'ViewStyle'.
src/screens/settings/HelpSupportScreen.tsx(417,15): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/settings/NotificationsScreen.tsx(41,38): error TS2367: This comparison appears to be unintentional because the types 'WebManifest | undefined' and 'boolean' have no overlap.
src/screens/settings/NotificationsScreen.tsx(208,17): error TS2322: Type '"medium"' is not assignable to type '"light" | "heavy" | "default" | undefined'.
src/screens/settings/PrivacySecurityScreen.tsx(131,11): error TS2322: Type '(false | { marginBottom: number; backgroundColor: string; } | { backgroundColor: string; borderWidth: number; borderColor: string; })[]' is not assignable to type 'ViewStyle'.
src/screens/settings/SubscriptionScreen.tsx(97,13): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(99,15): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(107,17): error TS2322: Type '{ children: any[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<ScrollView> & Readonly<ScrollViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(109,13): error TS2322: Type '{ children: Element; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(110,15): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(112,19): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(115,19): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(120,17): error TS2322: Type '{ children: Element; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(127,13): error TS2322: Type '{ children: Element; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(128,15): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(129,17): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(133,17): error TS2322: Type '{ children: (false | Element)[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(134,19): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(135,21): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(136,21): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(144,25): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(145,27): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(146,27): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(153,25): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(154,27): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(155,27): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(161,23): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(162,25): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(163,25): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(171,21): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(172,23): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(173,23): error TS2322: Type '{ children: (string | number)[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(184,15): error TS2322: Type '{ children: Element; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(185,17): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(186,19): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(190,19): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(191,21): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(192,23): error TS2322: Type '{ children: any; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(195,23): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(200,21): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(201,23): error TS2322: Type '{ children: any[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(204,23): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(214,13): error TS2322: Type '{ children: Element; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(215,15): error TS2322: Type '{ children: (false | Element)[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(218,15): error TS2322: Type '(feature?: string | undefined) => void' is not assignable to type '(event: GestureResponderEvent) => void'.
src/screens/settings/SubscriptionScreen.tsx(221,21): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(230,15): error TS2322: Type '{ children: Element; onPress: () => void; className: string; }' is not assignable to type 'IntrinsicAttributes & PressableProps & RefAttributes<View>'.
src/screens/settings/SubscriptionScreen.tsx(232,21): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(240,13): error TS2322: Type '{ children: Element; onPress: () => Promise<void>; className: string; }' is not assignable to type 'IntrinsicAttributes & PressableProps & RefAttributes<View>'.
src/screens/settings/SubscriptionScreen.tsx(242,19): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(250,13): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(251,15): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(255,15): error TS2322: Type '{ children: Element; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(256,17): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(258,33): error TS2322: Type '{ children: (false | Element)[]; key: number; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(259,23): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(260,23): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(268,25): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(278,15): error TS2322: Type '{ children: Element; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(279,17): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(280,19): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(283,19): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(287,15): error TS2322: Type '(feature?: string | undefined) => void' is not assignable to type '(event: GestureResponderEvent) => void'.
src/screens/settings/SubscriptionScreen.tsx(290,21): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(299,13): error TS2322: Type '{ children: Element; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(300,15): error TS2322: Type '{ children: Element[]; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<View> & Readonly<ViewProps>'.
src/screens/settings/SubscriptionScreen.tsx(302,19): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/settings/SubscriptionScreen.tsx(305,19): error TS2322: Type '{ children: string; className: string; }' is not assignable to type 'IntrinsicAttributes & IntrinsicClassAttributes<Text> & Readonly<TextProps>'.
src/screens/workout/index.ts(5,38): error TS2307: Cannot find module './WorkoutDetailsScreen' or its corresponding type declarations.
src/screens/workout/index.ts(6,32): error TS2307: Cannot find module './ExerciseScreen' or its corresponding type declarations.
src/screens/workout/index.ts(7,38): error TS2307: Cannot find module './WorkoutHistoryScreen' or its corresponding type declarations.
src/screens/workout/WorkoutSessionScreen.tsx(134,33): error TS2339: Property 'id' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(135,43): error TS2339: Property 'exerciseName' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(136,35): error TS2339: Property 'name' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(374,41): error TS2339: Property 'name' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(374,65): error TS2339: Property 'exerciseName' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(385,43): error TS2339: Property 'name' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(385,67): error TS2339: Property 'exerciseName' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(836,43): error TS2339: Property 'name' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(843,52): error TS2339: Property 'name' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(858,28): error TS2339: Property 'name' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(879,54): error TS2339: Property 'name' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(894,35): error TS2339: Property 'name' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(1012,50): error TS2339: Property 'name' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(1022,27): error TS2339: Property 'name' does not exist on type 'WorkoutSet'.
src/screens/workout/WorkoutSessionScreen.tsx(1046,11): error TS2322: Type '({ flex: number; minHeight: number; } | { elevation: number; })[]' is not assignable to type 'ViewStyle'.
src/services/advancedExerciseMatching.ts(427,16): error TS2339: Property 'alternatives' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(427,51): error TS2339: Property 'alternatives' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(430,56): error TS2339: Property 'alternatives' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(432,27): error TS2339: Property 'alternatives' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(435,30): error TS2339: Property 'alternatives' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(437,35): error TS2339: Property 'primaryMovement' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(522,20): error TS2339: Property 'exerciseDetails' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(523,27): error TS2339: Property 'exerciseDetails' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(524,28): error TS2339: Property 'exerciseDetails' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(532,25): error TS2339: Property 'exerciseDetails' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(533,29): error TS2339: Property 'exerciseDetails' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(534,26): error TS2339: Property 'exerciseDetails' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(539,28): error TS2339: Property 'alternatives' does not exist on type '{}'.
src/services/advancedExerciseMatching.ts(540,9): error TS2322: Type 'ExercisePattern | { primaryMovement: "isolation"; muscleGroup: "full-body"; equipment: "bodyweight"; intensity: "moderate"; }' is not assignable to type 'ExerciseClassification'.
src/services/api/index.ts(4,29): error TS2307: Cannot find module './authService' or its corresponding type declarations.
src/services/api/index.ts(5,32): error TS2307: Cannot find module './workoutService' or its corresponding type declarations.
src/services/api/index.ts(6,29): error TS2307: Cannot find module './dietService' or its corresponding type declarations.
src/services/api/index.ts(7,37): error TS2307: Cannot find module './bodyAnalysisService' or its corresponding type declarations.
src/services/api/index.ts(8,32): error TS2307: Cannot find module './storageService' or its corresponding type declarations.
src/services/backgroundHealthSync.ts(18,38): error TS2307: Cannot find module 'expo-task-manager' or its corresponding type declarations.
src/services/backgroundHealthSync.ts(19,42): error TS2307: Cannot find module 'expo-background-fetch' or its corresponding type declarations.
src/services/backgroundHealthSync.ts(27,57): error TS2339: Property 'runBackgroundSyncOnce' does not exist on type 'HealthConnectService'.
src/services/backgroundHealthSync.ts(55,42): error TS2307: Cannot find module 'expo-background-fetch' or its corresponding type declarations.
src/services/backupRecoveryService.ts(174,18): error TS2551: Property 'loadAvailableBackups' does not exist on type 'BackupRecoveryService'. Did you mean 'updateAvailableBackups'?
src/services/backupRecoveryService.ts(282,22): error TS18046: 'error' is of type 'unknown'.
src/services/backupRecoveryService.ts(361,22): error TS18046: 'error' is of type 'unknown'.
src/services/backupRecoveryService.ts(565,25): error TS2551: Property 'importAllData' does not exist on type 'DataManagerService'. Did you mean 'importData'?
src/services/backupRecoveryService.ts(570,27): error TS2551: Property 'importUserData' does not exist on type 'DataManagerService'. Did you mean 'importData'?
src/services/backupRecoveryService.ts(575,27): error TS2339: Property 'importFitnessData' does not exist on type 'DataManagerService'.
src/services/backupRecoveryService.ts(580,27): error TS2339: Property 'importNutritionData' does not exist on type 'DataManagerService'.
src/services/backupRecoveryService.ts(585,27): error TS2339: Property 'importProgressData' does not exist on type 'DataManagerService'.
src/services/camera/index.ts(4,31): error TS2307: Cannot find module './cameraService' or its corresponding type declarations.
src/services/camera/index.ts(5,40): error TS2307: Cannot find module './imageProcessingService' or its corresponding type declarations.
src/services/completionTracking.ts(114,17): error TS2353: Object literal may only specify known properties, and 'sugar' does not exist in type 'Macronutrients'.
src/services/completionTracking.ts(332,16): error TS2339: Property 'dayOfWeek' does not exist on type 'Workout'.
src/services/completionTracking.ts(373,16): error TS2339: Property 'dayOfWeek' does not exist on type 'Workout'.
